Epochs,Training Loss,Validation Loss
514.0,17106.98147045543,4668.811921965015
515.0,17106.98146415323,4668.811920317384
516.0,17106.981457875485,4668.8119186761405
517.0,17106.981451622054,4668.811917041251
518.0,17106.981445392757,4668.811915412675
519.0,17106.98143918749,4668.81191379038
520.0,17106.981433006105,4668.8119121743275
521.0,17106.981426848455,4668.811910564483
522.0,17106.98142071442,4668.811908960808
523.0,17106.98141460385,4668.8119073632715
524.0,17106.98140851664,4668.811905771834
525.0,17106.981402452606,4668.811904186462
526.0,17106.981396411633,4668.811902607126
527.0,17106.981390393605,4668.811901033784
528.0,17106.981384398376,4668.811899466404
529.0,17106.98137842586,4668.811897904955
530.0,17106.98137247589,4668.8118963494035
531.0,17106.98136654834,4668.811894799709
532.0,17106.981360643083,4668.811893255845
533.0,17106.98135475997,4668.811891717781
534.0,17106.981348898935,4668.811890185478
535.0,17106.981343059797,4668.811888658908
536.0,17106.981337242476,4668.811887138038
537.0,17106.98133144685,4668.81188562283
538.0,17106.98132567275,4668.811884113262
539.0,17106.98131992011,4668.8118826093
540.0,17106.981314188746,4668.811881110908
541.0,17106.981308478633,4668.811879618059
542.0,17106.98130278959,4668.811878130723
543.0,17106.98129712149,4668.811876648867
544.0,17106.98129147426,4668.811875172467
545.0,17106.981285847764,4668.811873701479
546.0,17106.98128024189,4668.8118722358895
547.0,17106.981274656515,4668.811870775657
548.0,17106.98126909156,4668.811869320758
549.0,17106.981263546848,4668.811867871165
550.0,17106.981258022326,4668.811866426843
551.0,17106.981252517886,4668.811864987767
552.0,17106.981247033375,4668.81186355391
553.0,17106.981241568716,4668.811862125237
554.0,17106.981236123826,4668.811860701729
555.0,17106.981230698544,4668.81185928335
556.0,17106.98122529277,4668.8118578700805
557.0,17106.981219906418,4668.811856461884
558.0,17106.98121453944,4668.81185505874
559.0,17106.981209191603,4668.8118536606125
560.0,17106.981203862935,4668.811852267491
561.0,17106.98119855324,4668.811850879329
562.0,17106.981193262465,4668.811849496118
563.0,17106.981187990477,4668.811848117822
564.0,17106.981182737196,4668.811846744415
565.0,17106.981177502523,4668.811845375872
566.0,17106.98117228635,4668.811844012165
567.0,17106.98116708863,4668.811842653275
568.0,17106.98116190916,4668.81184129917
569.0,17106.98115674797,4668.811839949828
570.0,17106.981151604825,4668.811838605222
571.0,17106.981146479746,4668.811837265331
572.0,17106.98114137261,4668.811835930122
573.0,17106.981136283313,4668.811834599582
574.0,17106.981131211724,4668.811833273677
575.0,17106.981126157778,4668.811831952389
576.0,17106.981121121426,4668.811830635687
577.0,17106.981116102528,4668.811829323554
578.0,17106.98111110098,4668.8118280159615
579.0,17106.981106116767,4668.81182671289
580.0,17106.981101149693,4668.8118254143155
581.0,17106.9810961998,4668.811824120208
582.0,17106.981091266858,4668.8118228305575
583.0,17106.981086350894,4668.811821545333
584.0,17106.981081451744,4668.811820264503
585.0,17106.981076569344,4668.811818988067
586.0,17106.98107170366,4668.811817715979
587.0,17106.981066854518,4668.811816448231
588.0,17106.9810620219,4668.811815184799
589.0,17106.98105720571,4668.811813925659
590.0,17106.981052405852,4668.81181267079
591.0,17106.9810476222,4668.811811420168
592.0,17106.981042854746,4668.811810173774
593.0,17106.981038103393,4668.811808931583
594.0,17106.981033368054,4668.81180769358
595.0,17106.981028648617,4668.811806459742
596.0,17106.981023945023,4668.811805230042
597.0,17106.981019257208,4668.811804004467
598.0,17106.981014585093,4668.811802782991
599.0,17106.98100992857,4668.811801565597
600.0,17106.981005287565,4668.811800352265
601.0,17106.981000661985,4668.811799142971
602.0,17106.980996051818,4668.8117979376975
603.0,17106.98099145698,4668.811796736422
604.0,17106.980986877326,4668.81179553913
605.0,17106.98098231283,4668.811794345795
606.0,17106.980977763393,4668.811793156396
607.0,17106.980973228972,4668.811791970922
608.0,17106.9809687095,4668.811790789351
609.0,17106.98096420483,4668.811789611658
610.0,17106.980959714936,4668.811788437835
611.0,17106.98095523975,4668.811787267853
612.0,17106.980950779223,4668.811786101695
613.0,17106.980946333268,4668.811784939347
614.0,17106.98094190176,4668.811783780785
615.0,17106.980937484677,4668.811782625993
616.0,17106.98093308193,4668.811781474947
617.0,17106.980928693516,4668.81178032764
618.0,17106.980924319258,4668.811779184045
619.0,17106.980919959195,4668.811778044148
620.0,17106.980915613163,4668.811776907931
621.0,17106.980911281124,4668.811775775379
622.0,17106.98090696306,4668.811774646464
623.0,17106.980902658834,4668.811773521177
624.0,17106.980898368427,4668.811772399498
625.0,17106.98089409175,4668.81177128141
626.0,17106.98088982875,4668.811770166899
627.0,17106.98088557933,4668.811769055943
628.0,17106.98088134347,4668.811767948526
629.0,17106.98087712112,4668.811766844631
630.0,17106.980872912114,4668.811765744242
631.0,17106.98086871648,4668.811764647346
632.0,17106.98086453413,4668.811763553917
633.0,17106.980860365053,4668.811762463952
634.0,17106.98085620905,4668.811761377424
635.0,17106.98085206619,4668.811760294318
636.0,17106.980847936364,4668.811759214618
637.0,17106.980843819492,4668.811758138314
638.0,17106.98083971553,4668.8117570653885
639.0,17106.980835624454,4668.811755995816
640.0,17106.98083154615,4668.811754929593
641.0,17106.980827480573,4668.811753866695
642.0,17106.980823427664,4668.811752807113
643.0,17106.980819387383,4668.8117517508235
644.0,17106.98081535964,4668.811750697818
645.0,17106.980811344405,4668.811749648081
646.0,17106.980807341584,4668.8117486015935
647.0,17106.980803351147,4668.811747558344
648.0,17106.98079937306,4668.811746518312
649.0,17106.980795407217,4668.811745481491
650.0,17106.98079145357,4668.811744447859
651.0,17106.98078751213,4668.811743417408
652.0,17106.980783582716,4668.811742390117
653.0,17106.980779665388,4668.811741365975
654.0,17106.98077576004,4668.811740344965
655.0,17106.98077186662,4668.811739327073
656.0,17106.980767985056,4668.811738312286
657.0,17106.980764115317,4668.811737300592
658.0,17106.980760257353,4668.811736291975
659.0,17106.98075641113,4668.811735286417
660.0,17106.980752576554,4668.811734283913
661.0,17106.98074875356,4668.811733284439
662.0,17106.980744942153,4668.811732287987
