Epochs,Training Loss,Validation Loss
231.0,1.9256339021608782e+21,4.992349732999162e+20
232.0,1.9256339021608782e+21,4.992349732999162e+20
233.0,1.9256339021608782e+21,4.992349732999162e+20
234.0,1.9256339021608782e+21,4.992349732999162e+20
235.0,1.9256339021608782e+21,4.992349732999162e+20
236.0,1.9256339021608782e+21,4.992349732999162e+20
237.0,1.9256339021608782e+21,4.992349732999162e+20
238.0,1.9256339021608782e+21,4.992349732999162e+20
239.0,1.9256339021608782e+21,4.992349732999162e+20
240.0,1.9256339021608782e+21,4.992349732999162e+20
241.0,1.9256339021608782e+21,4.992349732999162e+20
242.0,1.9256339021608782e+21,4.992349732999162e+20
243.0,1.9256339021608782e+21,4.992349732999162e+20
244.0,1.9256339021608782e+21,4.992349732999162e+20
245.0,1.9256339021608782e+21,4.992349732999162e+20
246.0,1.9256339021608782e+21,4.992349732999162e+20
247.0,1.9256339021608782e+21,4.992349732999162e+20
248.0,1.9256339021608782e+21,4.992349732999162e+20
249.0,1.9256339021608782e+21,4.992349732999162e+20
250.0,1.9256339021608782e+21,4.992349732999162e+20
251.0,1.9256339021608782e+21,4.992349732999162e+20
252.0,1.9256339021608782e+21,4.992349732999162e+20
253.0,1.9256339021608782e+21,4.992349732999162e+20
254.0,1.9256339021608782e+21,4.992349732999162e+20
255.0,1.9256339021608782e+21,4.992349732999162e+20
256.0,1.9256339021608782e+21,4.992349732999162e+20
257.0,1.9256339021608782e+21,4.992349732999162e+20
258.0,1.9256339021608782e+21,4.992349732999162e+20
259.0,1.9256339021608782e+21,4.992349732999162e+20
260.0,1.9256339021608782e+21,4.992349732999162e+20
261.0,1.9256339021608782e+21,4.992349732999162e+20
262.0,1.9256339021608782e+21,4.992349732999162e+20
263.0,1.9256339021608782e+21,4.992349732999162e+20
264.0,1.9256339021608782e+21,4.992349732999162e+20
265.0,1.9256339021608782e+21,4.992349732999162e+20
266.0,1.9256339021608782e+21,4.992349732999162e+20
267.0,1.9256339021608782e+21,4.992349732999162e+20
268.0,1.9256339021608782e+21,4.992349732999162e+20
269.0,1.9256339021608782e+21,4.992349732999162e+20
270.0,1.9256339021608782e+21,4.992349732999162e+20
271.0,1.9256339021608782e+21,4.992349732999162e+20
272.0,1.9256339021608782e+21,4.992349732999162e+20
273.0,1.9256339021608782e+21,4.992349732999162e+20
274.0,1.9256339021608782e+21,4.992349732999162e+20
275.0,1.9256339021608782e+21,4.992349732999162e+20
276.0,1.9256339021608782e+21,4.992349732999162e+20
277.0,1.9256339021608782e+21,4.992349732999162e+20
278.0,1.9256339021608782e+21,4.992349732999162e+20
279.0,1.9256339021608782e+21,4.992349732999162e+20
280.0,1.9256339021608782e+21,4.992349732999162e+20
281.0,1.9256339021608782e+21,4.992349732999162e+20
282.0,1.9256339021608782e+21,4.992349732999162e+20
283.0,1.9256339021608782e+21,4.992349732999162e+20
284.0,1.9256339021608782e+21,4.992349732999162e+20
285.0,1.9256339021608782e+21,4.992349732999162e+20
286.0,1.9256339021608782e+21,4.992349732999162e+20
287.0,1.9256339021608782e+21,4.992349732999162e+20
288.0,1.9256339021608782e+21,4.992349732999162e+20
289.0,1.9256339021608782e+21,4.992349732999162e+20
290.0,1.9256339021608782e+21,4.992349732999162e+20
291.0,1.9256339021608782e+21,4.992349732999162e+20
292.0,1.9256339021608782e+21,4.992349732999162e+20
293.0,1.9256339021608782e+21,4.992349732999162e+20
294.0,1.9256339021608782e+21,4.992349732999162e+20
295.0,1.9256339021608782e+21,4.992349732999162e+20
296.0,1.9256339021608782e+21,4.992349732999162e+20
297.0,1.9256339021608782e+21,4.992349732999162e+20
